Table,Indicator,PCT
WB_Gender,SGVAWHLPVZS,0.006186204763377668
WB_Gender,SGVAWIPVEZS,0.006309928858645221
WB_Gender,SGVAWNEGLQ1ZS,0.0119393751933189
WB_Gender,SGVAWNEGLQ2ZS,0.0119393751933189
WB_Gender,SGVAWNEGLQ3ZS,0.0119393751933189
WB_Gender,SGVAWNEGLQ4ZS,0.0119393751933189
WB_Gender,SGVAWNEGLQ5ZS,0.0119393751933189
WB_Gender,SGVAWNEGLZS,0.012124961336220229
WB_Gender,SGVAWREASQ1ZS,0.014104546860501083
WB_Gender,SGVAWREASQ2ZS,0.014104546860501083
WB_Gender,SGVAWREASQ3ZS,0.014104546860501083
WB_Gender,SGVAWREASQ4ZS,0.014104546860501083
WB_Gender,SGVAWREASQ5ZS,0.014104546860501083
WB_Gender,SGVAWREASZS,0.015218063717909062
WB_Gender,SGVAWREFUQ1ZS,0.011691927002783792
WB_Gender,SGVAWREFUQ2ZS,0.011691927002783792
WB_Gender,SGVAWREFUQ3ZS,0.011691927002783792
WB_Gender,SGVAWREFUQ4ZS,0.011691927002783792
WB_Gender,SGVAWREFUQ5ZS,0.011691927002783792
WB_Gender,SGVAWREFUZS,0.011877513145685123
WB_Gender,SHDTHCOMM0004FEZS,0.05716053201360965
WB_Gender,SHDTHCOMM0004MAZS,0.05716053201360965
WB_Gender,SHDTHCOMM0004ZS,0.05716053201360965
WB_Gender,SHDTHCOMM0514FEZS,0.05579956696566656
WB_Gender,SHDTHCOMM0514MAZS,0.056170739251469225
WB_Gender,SHDTHCOMM0514ZS,0.05672749768017321
WB_Gender,SHDTHCOMM1559FEZS,0.05716053201360965
WB_Gender,SHDTHCOMM1559MAZS,0.05685122177544077
